"190206160001";3;21320;"2016-01-01";5;"2560";9;0;0;2;1;0;204;0;0;0;510;2;3;01;5;6;1;1;1;0;0;00;3;01;00;;3;35;"04";1;1;1;0;1;1;500;2;1;1;"-895510,456";"-1015645,607";"-895510,456";"-1015645,607";"-895510,489";"-1015645,517";"";"";"";"silnice3.tøídy";"21320";"898430";"";"Souhlasnısesmìremúseku";"Pomalı";"554618";"";"GN_V0.1UIR-ADR_410";"2"
"190206160002";2;215;"2016-01-01";5;"2560";3;0;9;2;1;2;504;0;0;0;140;3;3;01;5;4;1;1;1;0;0;09;1;01;00;;3;48;"97";1;0;1;0;1;3;50;3;1;1;"-866749,01";"-1039968,981";"-866749,01";"-1039968,981";"-866723,514";"-1039965,523";"MariánskéLáznì";"Plzeòská";"";"silnice2.tøídy";"215";"262666";"";"Souhlasnısesmìremúseku";"Pomalı";"554642";"141968";"GN_V0.1UIR-ADR_410";"1"
"190206160003";6;;"2016-01-02";6;"0950";2;0;0;1;1;2;516;0;0;1;800;2;3;01;5;1;1;1;1;0;0;00;1;02;00;;3;02;"14";1;0;1;0;1;5;500;2;1;1;"-898416,102";"-1004119,455";"-898416,102";"-1004119,455";"-898421,738";"-1004110,574";"Aš";"Jiráskova";"";"místníkomunikace";"";"173901";"";"Opaènıkesmìruúseku";"Pomalı";"554499";"136174";"GN_V0.1UIR-ADR_410";"1"
"190206160004";1;21;"2016-01-02";6;"1920";0;0;0;2;1;0;402;0;0;0;1550;2;1;01;1;6;1;1;1;3;3;00;4;02;19;3;17;;"XX";;;;;;;0;;;;"-888820,809";"-1015849,911";"-888820,809";"-1015849,911";"-888823,331";"-1015853,846";"";"";"";"silnice1.tøídy";"21";"204147";"";"Opaènıkesmìruúseku";"Pomalı";"554529";"";"GN_V0.1UIR-ADR_410";"2"
"190206160005";3;21313;"2016-01-03";0;"2125";1;2;0;2;1;2;305;0;0;0;1840;2;3;01;5;4;1;1;1;0;0;00;1;03;00;;3;32;"01";1;1;1;0;1;3;400;2;1;1;"-888562,06";"-1013483,492";"-888562,06";"-1013483,492";"-888570,015";"-1013481,763";"";"";"";"silnice3.tøídy";"21313";"1327172";"";"Opaènıkesmìruúseku";"Pomalı";"554529";"";"GN_V0.1UIR-ADR_410";"2"
"190206160006";6;;"2016-01-04";1;"2330";2;0;0;2;1;2;511;0;0;0;500;2;6;01;5;4;1;1;1;0;0;00;1;02;00;;3;13;"01";1;0;1;0;1;5;50;3;1;1;"-897643,153";"-995047,758";"-897643,153";"-995047,758";"";"";"HRANICE";"Masarykovonámìstí";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"1"
"190206160007";1;21;"2016-01-06";3;"0610";3;0;3;2;1;2;204;0;0;0;330;2;3;01;5;6;1;1;1;0;0;00;1;01;00;;3;39;"07";1;1;1;0;1;1;300;3;1;1;"-887703,607";"-1018986,435";"-887703,607";"-1018986,435";"-887705,463";"-1018984,432";"";"";"";"silnice1.tøídy";"21";"1424446";"";"Souhlasnısesmìremúseku";"Pomalı";"554481";"";"GN_V0.1UIR-ADR_410";"2"
"190206160008";6;;"2016-01-06";3;"2000";9;0;0;2;1;2;204;0;0;0;900;2;5;01;5;4;1;1;1;0;0;00;2;01;00;;5;29;"09";3;1;1;1;1;5;900;3;1;1;"-887688,802";"-1017073,024";"-887688,802";"-1017073,024";"-887686,382";"-1017075,552";"";"";"";"místníkomunikace";"";"1459585";"";"Opaènıkesmìruúseku";"Pomalı";"554529";"";"GN_V0.1UIR-ADR_410";"2"
"190206160009";0;6;"2016-01-08";5;"0700";3;0;4;2;1;2;204;0;0;0;900;2;6;01;6;6;1;1;1;0;0;00;3;01;00;;3;17;"11";1;1;1;1;1;3;700;2;1;1;"-887801,5";"-1020027,958";"-887801,5";"-1020027,958";"-887806,923";"-1020025,101";"";"";"";"silnice1.tøídy";"6";"1602541";"";"Souhlasnısesmìremúseku";"Pomalı";"554481";"";"GN_V0.1UIR-ADR_410";"2"
"190206160010";1;64;"2016-01-08";5;"1700";1;4;0;1;1;2;503;0;0;2;3800;2;3;01;5;2;1;1;1;3;3;00;5;02;19;6;7;62;"15";3;0;1;1;1;31;2300;3;1;1;"-893002,992";"-1012664,094";"-893002,992";"-1012664,094";"-892997,596";"-1012654,538";"";"";"";"silnice1.tøídy";"64";"1257367";"";"Souhlasnısesmìremúseku";"Pomalı";"554545";"";"GN_V0.1UIR-ADR_410";"2"
"190206160011";1;64;"2016-01-11";1;"1025";9;0;0;2;1;3;205;0;0;0;950;2;3;01;3;1;1;1;8;0;0;00;2;01;00;;3;32;"11";1;1;1;1;1;1;950;2;4;1;"";"";"-890414,048";"-1015018,417";"-890414,206";"-1015018,725";"";"";"";"silnice1.tøídy";"64";"1595826";"";"Opaènıkesmìruúseku";"Pomalı";"539074";"";"GN_V0.1UIR-ADR_410";"2"
