"060044164009";0;1;"2016-02-13";6;"0215";3;0;9;2;1;2;508;0;0;0;2200;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;02;"09";1;0;1;0;1;3;2000;2;2;1;"-537265,194";"-1152890,835";"-537265,194";"-1152890,835";"-537263,22";"-1152898,557";"";"";"";"dálnice";"D1";"3071842";"";"Opaènıkesmìruúseku";"Pomalı";"588296";"";"GN_V0.1UIR-ADR_410";"2"
"060044164013";0;1;"2016-03-25";5;"2125";5;0;0;2;4;0;100;0;0;0;1040;3;3;01;3;7;1;3;1;0;0;00;1;01;00;;3;47;"15";9;0;1;1;1;1;900;2;1;1;"-537632,61";"-1153031,777";"-537632,61";"-1153031,777";"-537633,844";"-1153028,562";"";"";"";"dálnice";"D1";"3070701";"";"Souhlasnısesmìremúseku";"Rychlı";"588296";"";"GN_V0.1UIR-ADR_410";"2"
"060044164017";0;1;"2016-04-07";4;"0452";5;0;0;2;4;0;100;0;0;0;680;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;13;"08";3;0;0;0;1;1;500;2;1;1;"-542066,707";"-1153885,381";"-542381,999";"-1153910,089";"-542382,015";"-1153914,102";"";"";"";"dálnice";"D1";"1750655";"";"Souhlasnısesmìremúseku";"Rychlı";"588296";"";"GN_V0.1UIR-ADR_410";"2"
"060044164024";0;1;"2016-05-12";4;"2340";5;0;0;2;4;0;100;0;0;0;400;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;39;"10";3;0;1;0;1;1;400;2;1;1;"-540565,22";"-1153539,567";"-540565,22";"-1153539,567";"-540565,171";"-1153538,167";"";"";"";"dálnice";"D1";"1386417";"";"Souhlasnısesmìremúseku";"Rychlı";"588296";"";"GN_V0.1UIR-ADR_410";"2"
"060044164026";0;1;"2016-05-13";5;"1930";3;0;4;2;1;2;204;0;0;0;850;2;3;01;3;7;1;3;1;0;0;00;1;01;00;;3;17;"14";3;1;1;0;1;3;700;2;1;1;"-539331,251";"-1153705,964";"-539331,251";"-1153705,964";"-539330,92";"-1153703,089";"";"";"";"dálnice";"D1";"1750667";"";"Souhlasnısesmìremúseku";"Pomalı";"588989";"";"GN_V0.1UIR-ADR_410";"2"
"060044164029";0;1;"2016-05-29";0;"2120";5;0;0;2;4;0;100;0;0;0;640;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;39;"10";1;0;0;0;1;1;500;2;1;1;"-536524,176";"-1152771,828";"-536524,176";"-1152771,828";"-536524,856";"-1152768,133";"";"";"";"dálnice";"D1";"1750933";"";"Souhlasnısesmìremúseku";"Pomalı";"588296";"";"GN_V0.1UIR-ADR_410";"2"
"060044164041";0;1;"2016-06-09";4;"0730";3;0;4;2;1;2;209;0;0;0;2200;3;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;26;"13";1;0;0;0;1;1;2000;3;1;5;"-539942,774";"-1153595,232";"-539942,774";"-1153595,232";"-539942,318";"-1153590,975";"";"";"";"dálnice";"D1";"1750644";"";"Souhlasnısesmìremúseku";"Rychlı";"588989";"";"GN_V0.1UIR-ADR_410";"2"
"060044164046";0;1;"2016-06-20";1;"1710";3;0;4;2;1;2;508;0;0;0;700;3;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;39;"13";3;1;1;0;1;1;500;2;2;1;"-544867,262";"-1152353,454";"-544867,262";"-1152353,454";"-544868,361";"-1152355,364";"";"";"";"dálnice";"D1";"2156691";"";"Souhlasnısesmìremúseku";"Pomalı";"588326";"";"GN_V0.1UIR-ADR_410";"2"
"060044164054";0;1;"2016-07-15";5;"1730";3;0;9;2;1;2;508;0;0;0;1260;3;1;01;1;1;1;3;2;0;0;00;1;01;00;;5;32;"16";3;0;0;0;1;3;1000;3;1;1;"-537914,922";"-1153118,293";"-537914,922";"-1153118,293";"-537910,411";"-1153128,271";"";"";"";"dálnice";"D1";"3070702";"";"Opaènıkesmìruúseku";"Pomalı";"588296";"";"GN_V0.1UIR-ADR_410";"2"
"060044164055";0;1;"2016-07-16";6;"1930";3;0;4;2;1;2;204;0;0;0;1500;3;3;01;4;3;1;3;3;0;0;00;2;01;00;;3;04;"05";1;1;1;0;1;3;1000;2;1;1;"-543210,648";"-1153657,038";"-543210,648";"-1153657,038";"-543212,518";"-1153659,859";"";"";"";"dálnice";"D1";"1409667";"";"Souhlasnısesmìremúseku";"Rychlı";"588733";"";"GN_V0.1UIR-ADR_410";"2"
