"060044164003";0;1;"2016-01-25";1;"0840";3;0;4;2;1;2;204;0;0;0;400;3;8;01;6;3;1;3;1;0;0;00;1;01;00;;5;47;"07";3;0;1;0;1;3;300;3;1;1;"-555800,295";"-1151364,802";"-555800,295";"-1151364,802";"-555800,651";"-1151360,792";"";"";"";"dálnice";"D1";"3072970";"";"Opaènıkesmìruúseku";"Rychlı";"589764";"";"GN_V0.1UIR-ADR_410";"2"
"060044164012";0;1;"2016-03-25";5;"0220";9;0;0;2;1;2;508;0;0;0;300;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;13;"97";1;1;0;1;1;1;300;2;2;1;"-549723,396";"-1151737,594";"-549723,396";"-1151737,594";"-549723,077";"-1151736,483";"";"";"";"dálnice";"D1";"1522268";"";"Souhlasnısesmìremúseku";"Pomalı";"552887";"";"GN_V0.1UIR-ADR_410";"2"
"060044164019";0;1;"2016-04-12";2;"2240";5;0;0;2;4;0;100;0;0;0;1140;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;35;"08";1;0;1;1;1;1;1000;2;7;1;"-546990,646";"-1151770,302";"-546990,646";"-1151770,302";"-546990,595";"-1151769,434";"";"";"";"dálnice";"D1";"1522284";"";"Souhlasnısesmìremúseku";"Pomalı";"569143";"";"GN_V0.1UIR-ADR_410";"2"
"060044164021";0;1;"2016-05-02";1;"2215";5;0;0;2;4;0;100;0;0;0;540;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;47;"14";3;0;0;1;1;1;400;3;1;5;"-556803,886";"-1151584,235";"-556803,886";"-1151584,235";"-556804,292";"-1151583,126";"";"";"";"dálnice";"D1";"2601245";"";"Souhlasnısesmìremúseku";"Pomalı";"590100";"";"GN_V0.1UIR-ADR_410";"2"
"060044164022";0;1;"2016-05-03";2;"0350";5;0;0;2;4;0;100;0;0;0;640;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;25;"13";1;0;0;1;1;3;500;3;1;5;"-554801,504";"-1151310,688";"-554801,504";"-1151310,688";"-554801,12";"-1151314,05";"";"";"";"dálnice";"D1";"2601932";"";"Opaènıkesmìruúseku";"Pomalı";"589764";"";"GN_V0.1UIR-ADR_410";"2"
"060044164023";0;1;"2016-05-11";3;"2120";5;0;0;2;4;0;100;0;0;0;740;2;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;39;"16";3;0;1;0;1;1;600;3;1;1;"-550008,985";"-1151649,73";"-550008,985";"-1151649,73";"-550007,094";"-1151644,73";"";"";"";"dálnice";"D1";"1522294";"";"Souhlasnısesmìremúseku";"Rychlı";"552887";"";"GN_V0.1UIR-ADR_410";"2"
"060044164025";0;1;"2016-05-13";5;"1430";3;0;4;2;1;2;204;0;0;0;1600;3;3;01;4;3;1;3;1;0;0;00;1;01;00;;5;35;"13";3;1;0;0;1;3;800;2;1;1;"-552496,667";"-1150890,316";"-552496,667";"-1150890,316";"-552496,601";"-1150893,173";"";"";"";"dálnice";"D1";"3072962";"";"Opaènıkesmìruúseku";"Pomalı";"590193";"";"GN_V0.1UIR-ADR_410";"2"
"060044164027";0;1;"2016-05-23";1;"2205";5;0;0;2;4;0;100;0;0;0;441;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;47;"15";3;0;1;0;1;1;300;2;1;1;"-547418,047";"-1151774,038";"-547418,047";"-1151774,038";"-547418,187";"-1151767,312";"";"";"";"dálnice";"D1";"1522284";"";"Souhlasnısesmìremúseku";"Pomalı";"569143";"";"GN_V0.1UIR-ADR_410";"2"
"060044164031";0;1;"2016-05-30";1;"1560";3;0;4;1;1;2;208;0;0;1;100;3;1;01;7;1;1;3;1;0;0;00;1;01;00;;2;89;"16";1;0;1;0;1;1;100;3;1;1;"-557659,044";"-1151959,531";"-557659,044";"-1151959,531";"-557659,311";"-1151958,828";"";"";"";"dálnice";"D1";"2601917";"";"Souhlasnısesmìremúseku";"Pomalı";"590100";"";"GN_V0.1UIR-ADR_410";"2"
"060044164034";0;1;"2016-06-03";5;"1010";5;0;0;2;4;0;100;0;0;0;282;3;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;39;"13";3;0;0;0;1;1;250;2;1;1;"-556623,344";"-1151532,116";"-556623,344";"-1151532,116";"-556625,719";"-1151524,546";"";"";"";"dálnice";"D1";"2601924";"";"Souhlasnısesmìremúseku";"Pomalı";"590100";"";"GN_V0.1UIR-ADR_410";"2"
