"180106160001";2;268;"2016-01-01";5;"0120";3;0;9;2;1;6;204;0;0;0;700;2;6;01;5;7;1;1;1;3;3;00;5;01;19;3;3;47;"05";1;1;1;0;1;12;500;3;4;1;"-722070,848";"-973436,03";"-722043,989";"-973420,989";"-722042,432";"-973419,553";"";"";"";"silnice2.tøídy";"268";"1588781";"";"Opaènıkesmìruúseku";"Pomalı";"562050";"";"GN_V0.1UIR-ADR_410";"2"
"180106160002";1;13;"2016-01-01";5;"2215";5;0;0;2;4;0;100;0;0;0;200;2;3;01;1;6;1;1;1;0;0;00;1;01;00;;3;17;"15";1;0;1;1;1;1;200;2;1;1;"-714611,477";"-969929,113";"-714392,867";"-970068,228";"-714393,571";"-970069,725";"";"";"";"silnice1.tøídy";"13";"2630436";"";"Opaènıkesmìruúseku";"Pomalı";"561746";"";"GN_V0.1UIR-ADR_410";"2"
"180106160003";3;2631;"2016-01-03";0;"1645";5;0;0;2;4;0;100;0;0;0;70;2;1;01;1;2;1;1;1;0;0;00;1;01;00;;3;01;"02";1;0;1;0;1;1;70;2;1;1;"-738342,055";"-982630,402";"-738342,055";"-982630,402";"-738336,469";"-982618,765";"";"";"";"silnice3.tøídy";"2631";"2298654";"";"Opaènıkesmìruúseku";"Pomalı";"561720";"";"GN_V0.1UIR-ADR_410";"2"
"180106160004";2;270;"2016-01-04";1;"0545";5;0;0;2;4;0;100;0;0;0;110;2;1;01;1;6;1;1;1;0;0;00;1;01;00;;3;01;"01";1;0;1;0;1;1;100;2;1;1;"-711362,099";"-979656,18";"-711351,777";"-979629,432";"-711349,528";"-979631,91";"";"";"";"silnice2.tøídy";"270";"1331455";"";"Souhlasnısesmìremúseku";"Pomalı";"561851";"";"GN_V0.1UIR-ADR_410";"2"
"180106160005";6;;"2016-01-03";0;"2560";2;0;0;2;1;0;508;0;0;0;100;2;1;01;1;1;1;1;1;0;0;10;1;02;00;;17;;"XX";;;;;;;0;;;;"-718002,498";"-968607,688";"-717996,052";"-968589,424";"-717995,762";"-968589,086";"Cvikov";"Sídlištì";"";"místníkomunikace";"";"2299872";"";"Souhlasnısesmìremúseku";"Pomalı";"561479";"65846";"GN_V0.1UIR-ADR_410";"1"
"180106160006";2;268;"2016-01-05";2;"0820";5;0;0;2;4;0;100;0;0;0;400;2;5;01;1;1;1;1;1;0;0;00;1;01;00;;3;27;"15";2;0;1;0;1;3;400;2;1;1;"-722391,571";"-969252,95";"-722380,419";"-969219,806";"-722379,316";"-969220,385";"";"";"";"silnice2.tøídy";"268";"2897987";"";"Opaènıkesmìruúseku";"Pomalı";"561860";"";"GN_V0.1UIR-ADR_410";"2"
"180106160007";3;2601;"2016-01-05";2;"1549";1;2;0;2;1;2;501;0;0;0;200;2;3;01;1;1;1;1;1;0;0;00;1;02;00;;5;31;"06";1;0;1;0;1;3;150;2;1;1;"-728865,644";"-984697,775";"-728838,325";"-984663,013";"-728837,86";"-984663,646";"";"";"";"silnice3.tøídy";"2601";"886322";"";"Opaènıkesmìruúseku";"Pomalı";"561584";"";"GN_V0.1UIR-ADR_410";"2"
"180106160008";2;268;"2016-01-06";3;"0735";4;0;0;1;1;2;511;0;0;1;0;2;8;01;5;2;1;1;1;0;0;01;1;01;00;;5;32;"14";2;1;1;0;1;3;0;3;1;1;"-712501,969";"-983564,758";"-712511,1";"-983522,862";"-712511,175";"-983523,051";"Mimoò";"Husova";"";"silnice2.tøídy";"268";"795664";"";"Souhlasnısesmìremúseku";"Pomalı";"561835";"70386";"GN_V0.1UIR-ADR_410";"1"
"180106160009";3;26320;"2016-01-06";3;"0820";1;2;0;2;1;0;501;0;0;0;20;2;8;01;1;1;1;1;1;0;0;00;3;02;00;;17;;"XX";;;;;;;0;;;;"-723790,28";"-967657,039";"-723780,909";"-967663,735";"-723780,172";"-967663,259";"NovıBor";"Gen.Svobody";"";"silnice3.tøídy";"26320";"1330833";"";"Souhlasnısesmìremúseku";"Pomalı";"561860";"71081";"GN_V0.1UIR-ADR_410";"1"
"180106160010";1;9;"2016-01-01";5;"2560";1;4;0;1;1;2;508;0;0;2;350;2;3;01;1;1;1;1;1;0;0;00;1;02;00;;3;47;"95";1;0;1;0;1;3;0;2;2;1;"";"";"-721667,466";"-968595,386";"-721664,472";"-968607,521";"";"";"";"silnice1.tøídy";"9";"0224A109030224A001";"0,233541";"Opaènıkesmìruúseku";"Pomalı";"";"";"ULS_20050701UIR-ADR_410";"2"
"180106160011";3;26834;"2016-01-06";3;"1750";9;0;0;1;1;2;204;0;0;1;100;2;3;01;1;6;1;1;1;0;0;00;2;01;00;;3;35;"03";1;1;1;0;1;3;100;2;1;1;"-716943,299";"-978480,891";"-716959,955";"-978485,735";"-716959,65";"-978485,967";"";"";"";"silnice3.tøídy";"26834";"2898363";"";"Opaènıkesmìruúseku";"Pomalı";"562262";"";"GN_V0.1UIR-ADR_410";"2"
"180106160012";6;;"2016-01-07";4;"0850";3;0;3;2;1;2;508;0;0;0;105;2;3;01;1;1;1;1;1;0;0;08;1;01;00;;7;62;"11";3;0;1;0;1;5;0;3;1;1;"-726748,441";"-979065,088";"-726748,441";"-979065,088";"-726745,685";"-979074,958";"ÈeskáLípa";"Dubická";"";"místníkomunikace";"";"1299684";"";"Souhlasnısesmìremúseku";"Pomalı";"561380";"66303";"GN_V0.1UIR-ADR_410";"1"
"180106160013";8;;"2016-01-08";5;"1360";2;0;0;2;1;0;511;0;0;0;30;1;3;01;1;1;1;1;1;0;0;10;1;02;00;;17;;"XX";;;;;;;0;;;;"";"";"-723928,531";"-969461,254";"-723928,739";"-969461,627";"NovıBor";"";"";"místníkomunikace";"";"3197766";"";"Opaènıkesmìruúseku";"Pomalı";"561860";"";"GN_V0.1UIR-ADR_410";"1"
