"002100160012";1;8;2;00
"002100160019";2;1;1;00
"002100160025";2;1;1;04
"002100160032";5;0;0;00
"002100160050";1;1;1;00
"002100160077";1;1;1;00
"002100160118";2;1;1;04
"002100160138";5;0;0;00
"002100160161";2;2;2;02
"002100160174";1;1;1;04
"002100160228";2;1;1;04
"002100160246";5;0;0;00
"002100160291";1;1;1;04
"002100160301";3;2;2;02
"002100160356";1;1;1;04
"002100160400";3;1;1;04
"002100160406";1;1;1;00
"002100160460";5;0;0;00
"002100160485";1;1;1;04
"002100160509";5;1;1;04
"002100160522";3;1;3;02
"002100160554";3;1;1;04
"002100160609";2;1;2;02
"002100160616";2;1;1;08
"002100160623";1;9;1;04
"002100160690";2;9;0;04
"002100160737";3;1;1;01
"002100160801";1;1;1;04
"002100160817";1;9;3;00
"002100160818";1;2;2;00
"002100160841";5;0;0;00
"002100160842";1;1;1;04
"002100160844";1;9;2;02
"002100160873";1;1;1;04
"002100160878";1;9;1;07
"002100160881";1;1;1;07
"002100160940";5;0;0;00
"002100160987";5;0;0;00
"002100161017";3;1;1;04
"002100161075";2;1;1;04
"002100161097";2;2;3;02
"002100161115";1;2;3;00
"002100161174";3;2;3;06
"002100161176";2;1;1;04
"002100161188";2;1;1;04
"002100161193";1;1;1;04
"002100161198";1;2;3;05
"002100161215";1;1;1;01
"002100161240";1;2;3;00
"002100161249";3;1;1;04
"002100161257";5;0;0;00
"002100161308";2;2;3;02
"002100161309";5;0;0;00
"002100161330";1;4;2;01
"002100161422";1;2;3;10
"002100161431";2;1;1;07
"002100161445";1;2;2;00
"002100161471";5;0;0;00
"002100161481";5;0;0;00
"002100161523";3;2;3;00
"002100161562";1;2;7;02
"002100161564";2;2;3;00
"002100161570";2;1;1;04
"002100161601";2;1;1;06
"002100161631";1;9;2;10
"002100161682";2;2;3;10
"002100161693";1;1;1;07
"002100161747";5;0;0;00
"002100161757";2;1;1;04
"002100161773";2;0;7;10
"002100161804";2;1;1;04
"002100161806";2;0;0;00
"002100161807";1;9;3;00
"002100161810";1;2;4;04
"002100161945";2;1;1;01
"002100161964";2;1;3;10
"002100161973";3;2;3;02
"002100162048";1;9;3;10
"002100162119";1;1;3;03
"002100162141";1;1;1;04
"002100162150";1;9;1;04
"002100162193";1;1;1;07
"002100162199";2;1;1;00
"002100162244";3;1;3;03
"002100162250";5;0;0;00
"002100162259";1;1;0;04
"002100162268";1;0;0;04
"002100162293";1;1;1;01
"002100162335";1;1;1;00
"002100162382";1;9;7;00
