"180106210001";3;2627;"2021-01-01";5;"1825";3;0;6;1;1;2;508;0;0;1;410;2;3;01;1;4;1;1;1;0;0;05;1;01;00;;3;02;"04";1;0;1;0;1;1;200;2;1;1;"-730673,133";"-972649,188";"-730673,133";"-972649,188";"-730671,413";"-972646,659";"Volfartice";"";"";"silnice3.tøídy";"2627";"3706687";"";"Souhlasnýsesmìremúseku";"Pomalý";"562220";"";"GN_V0.1UIR-ADR_410";"1"
"180106210002";2;270;"2021-01-02";6;"1750";5;0;0;2;4;0;100;0;0;0;100;0;1;01;1;6;1;1;1;0;0;00;1;01;00;;3;39;"19";3;0;1;0;1;1;100;2;1;1;"-708058,674";"-969149,782";"-708058,912";"-969148,567";"-708060,824";"-969148,246";"";"";"";"silnice2.tøídy";"270";"2572676";"";"Souhlasnýsesmìremúseku";"Pomalý";"561631";"";"GN_V0.1UIR-ADR_410";"2"
"180106210003";1;9;"2021-01-02";6;"2030";5;0;0;2;4;0;100;0;0;0;200;2;3;01;6;6;1;1;1;0;0;00;1;01;00;;3;47;"18";1;0;1;0;1;3;200;2;1;1;"-724797,177";"-970497,054";"-724795,566";"-970497,054";"-724791,445";"-970496,491";"";"";"";"silnice1.tøídy";"9";"1588332";"";"Souhlasnýsesmìremúseku";"Pomalý";"562025";"";"GN_V0.1UIR-ADR_410";"2"
"180106210004";1;9;"2021-01-03";0;"0930";3;0;4;2;1;2;204;0;0;0;250;2;3;01;3;3;1;2;1;0;0;00;3;01;00;;3;32;"05";1;1;1;0;1;1;200;2;1;1;"-723825,665";"-968653,883";"-723841,731";"-968634,604";"-723841,548";"-968635,74";"";"";"";"silnice1.tøídy";"9";"1390831";"";"Souhlasnýsesmìremúseku";"Pomalý";"561860";"";"GN_V0.1UIR-ADR_410";"2"
"180106210005";1;9;"2021-01-04";1;"0720";5;0;0;1;4;0;100;0;0;1;800;2;3;01;2;7;1;2;1;0;0;00;1;01;00;;3;17;"19";3;0;1;0;1;3;800;2;1;1;"-723787,033";"-972297,654";"-723794,016";"-972292,82";"-723792,422";"-972292,838";"";"";"";"silnice1.tøídy";"9";"118606";"";"Opaènýkesmìruúseku";"Pomalý";"561622";"";"GN_V0.1UIR-ADR_410";"2"
"180106210006";2;270;"2021-01-04";1;"1120";5;0;0;2;4;0;100;0;0;0;400;2;3;01;1;1;1;1;1;0;0;00;1;01;00;;3;60;"20";3;0;1;0;1;1;400;2;1;1;"-707775,12";"-967388,549";"-707784,705";"-967381,735";"-707780,056";"-967382,407";"";"";"";"silnice2.tøídy";"270";"794605";"";"Souhlasnýsesmìremúseku";"Pomalý";"561631";"";"GN_V0.1UIR-ADR_410";"2"
"180106210007";8;;"2021-01-04";1;"2560";2;0;0;2;1;0;508;0;0;0;100;2;3;01;1;4;1;1;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"-725762,064";"-978146,495";"-725759,387";"-978125,073";"-725759,422";"-978124,696";"ÈeskáLípa";"Jeøábkovonámìstí";"";"místníkomunikace";"";"709056";"";"Opaènýkesmìruúseku";"Pomalý";"561380";"66559";"GN_V0.1UIR-ADR_410";"1"
"180106210008";1;15;"2021-01-05";2;"0820";5;0;0;2;4;0;100;0;0;0;200;2;3;01;1;1;1;1;1;0;0;00;1;01;00;;3;44;"00";1;0;1;0;1;1;200;2;1;1;"-731022,86";"-983519,202";"-731097,292";"-983517,595";"-731097,351";"-983517,156";"";"";"";"silnice1.tøídy";"15";"138940";"";"Souhlasnýsesmìremúseku";"Pomalý";"561584";"";"GN_V0.1UIR-ADR_410";"2"
"180106210009";6;;"2021-01-05";2;"0860";2;0;0;2;1;0;508;0;0;0;500;2;3;01;1;1;1;1;1;3;5;00;4;02;10;6;17;;"XX";;;;;;;0;;;;"-720683,466";"-989595,473";"-720683,466";"-989595,473";"-720683,751";"-989600,149";"";"";"";"místníkomunikace";"";"795821";"";"Opaènýkesmìruúseku";"Pomalý";"561495";"68837";"GN_V0.1UIR-ADR_410";"2"
"180106210010";3;26832;"2021-01-05";2;"1535";3;0;9;2;1;2;508;0;0;0;550;2;3;01;1;1;1;1;1;0;0;00;2;01;00;;3;38;"19";3;0;1;0;1;3;500;2;1;1;"-718028,285";"-980561,377";"-718028,285";"-980561,377";"-718023,796";"-980562,406";"Zákupy";"";"";"silnice3.tøídy";"26832";"135728";"";"Souhlasnýsesmìremúseku";"Pomalý";"562262";"";"GN_V0.1UIR-ADR_410";"1"
