"010044214001";0;8;"2021-01-03";0;"0820";3;0;4;2;1;2;203;0;0;0;2800;2;3;01;4;3;1;3;3;0;0;00;1;01;00;;3;25;"16";3;0;1;0;1;3;1000;2;1;1;"-759520,351";"-997774,337";"-759520,351";"-997774,337";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044214006";0;8;"2021-01-13";3;"0725";3;0;4;2;1;2;203;0;0;0;1650;2;3;01;3;2;1;3;4;0;0;00;1;01;00;;7;10;"17";3;0;1;0;1;3;300;3;1;1;"-751840,653";"-1007096,606";"-751840,653";"-1007096,606";"-751830,193";"-1007092,258";"";"";"";"dálnice";"D8";"3548344";"";"Souhlasnýsesmìremúseku";"Pomalý";"565032";"";"GN_V0.1UIR-ADR_410";"2"
"010044214010";0;8;"2021-01-22";5;"2030";5;0;0;2;4;0;100;0;0;0;10250;2;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;26;"08";1;0;1;0;1;3;250;3;1;1;"-759711,073";"-997529,906";"-759711,073";"-997529,906";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044214012";0;8;"2021-01-26";2;"1545";1;2;0;2;1;2;508;0;0;0;220;2;3;01;1;1;1;3;1;0;0;00;1;02;00;;7;10;"12";9;0;1;0;1;3;0;3;1;1;"-761356,237";"-994466,918";"-761356,237";"-994466,918";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044214013";0;8;"2021-01-29";5;"1240";0;0;0;2;1;0;204;0;0;0;2500;2;8;01;1;1;1;3;1;0;0;00;1;01;00;;3;47;"19";3;1;0;0;1;1;2500;2;1;1;"-759693,519";"-997544,642";"-759693,519";"-997544,642";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044214014";0;8;"2021-01-29";5;"1220";9;0;0;2;1;2;204;0;0;0;1500;2;8;01;5;1;1;3;1;0;0;00;1;01;00;;3;26;"11";2;1;1;0;1;1;1500;2;1;1;"-759693,519";"-997544,642";"-759693,519";"-997544,642";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044214016";0;8;"2021-01-29";5;"1510";1;3;0;2;1;2;204;0;0;0;1700;2;5;01;1;1;1;3;1;0;0;00;1;02;00;;3;39;"15";1;1;0;0;1;1;1000;2;1;1;"-758880,747";"-999246,012";"-758880,747";"-999246,012";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044214017";0;8;"2021-02-01";1;"1105";0;0;0;2;1;2;516;0;0;0;30;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;7;35;"16";9;0;0;0;1;1;0;4;1;1;"-760974,914";"-995411,213";"-760974,914";"-995411,213";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044214021";0;8;"2021-02-08";1;"0805";3;0;4;2;1;2;204;0;0;0;1850;2;8;01;1;1;1;3;3;0;0;00;1;01;00;;3;39;"19";3;1;0;0;1;1;800;2;1;1;"-753895,753";"-1002598,364";"-753895,753";"-1002598,364";"-753899,002";"-1002601,407";"";"";"";"dálnice";"D8";"709607";"";"Souhlasnýsesmìremúseku";"Pomalý";"565342";"";"GN_V0.1UIR-ADR_410";"2"
"010044214027";0;8;"2021-02-12";5;"2560";2;0;0;2;1;0;508;0;0;0;100;1;8;01;5;4;1;0;0;0;0;10;1;02;00;;7;48;"15";3;0;1;0;1;4;0;3;1;1;"-760646,656";"-996436,99";"-760646,656";"-996436,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044214030";0;8;"2021-02-15";1;"1430";5;0;0;2;4;0;100;0;0;0;300;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;21;"17";3;0;1;0;1;3;300;3;1;1;"-749431,119";"-1011550,824";"-749431,119";"-1011550,824";"-749421,021";"-1011544,87";"";"";"";"dálnice";"D8";"1587960";"";"Souhlasnýsesmìremúseku";"Pomalý";"565881";"";"GN_V0.1UIR-ADR_410";"2"
"010044214031";0;8;"2021-02-18";4;"1859";1;3;0;1;7;0;610;0;0;1;1400;2;1;01;1;6;1;3;1;0;0;00;1;03;00;;7;26;"14";2;0;1;0;1;1;0;3;1;1;"-750020,579";"-1010653,324";"-750020,579";"-1010653,324";"-750022,372";"-1010654,499";"";"";"";"dálnice";"D8";"2251416";"";"Souhlasnýsesmìremúseku";"Pomalý";"565881";"";"GN_V0.1UIR-ADR_410";"2"
"010044214036";0;8;"2021-03-03";3;"2100";1;2;0;2;1;2;508;0;0;0;200;2;3;01;2;4;1;3;1;0;0;00;1;02;00;;7;35;"16";3;0;1;0;1;1;0;4;1;1;"-760587,318";"-996484,519";"-760587,318";"-996484,519";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
