"060044214001";0;1;"2021-01-06";3;"0545";3;0;3;2;1;2;508;0;0;0;1500;3;3;01;1;6;1;3;3;0;0;00;1;01;00;;5;35;"19";3;0;0;0;1;1;1000;2;2;1;"-536272,072";"-1152723,656";"-536272,072";"-1152723,656";"-536273,282";"-1152718,843";"";"";"";"dálnice";"D1";"3512881";"";"Souhlasnısesmìremúseku";"Pomalı";"588491";"";"GN_V0.1UIR-ADR_410";"2"
"060044214002";0;1;"2021-01-15";5;"1340";3;0;3;2;1;2;203;0;0;0;400;2;3;01;1;1;1;3;4;0;0;00;3;01;00;;3;32;"03";1;0;1;0;1;1;300;3;1;1;"-538899,949";"-1153636,158";"-538899,949";"-1153636,158";"-538898,432";"-1153632,263";"";"";"";"dálnice";"D1";"3295562";"";"Souhlasnısesmìremúseku";"Pomalı";"588989";"";"GN_V0.1UIR-ADR_410";"2"
"060044214006";0;1;"2021-02-07";0;"0825";3;0;3;2;1;2;204;0;0;0;560;2;6;01;6;1;1;0;4;0;0;00;3;01;00;;3;47;"10";1;1;1;0;1;1;500;2;1;1;"-545466,503";"-1152141,157";"-545466,503";"-1152141,157";"-545469,203";"-1152141,067";"";"";"";"dálnice";"D1";"1730731";"";"Souhlasnısesmìremúseku";"Odboèovacívpravo";"588326";"";"GN_V0.1UIR-ADR_410";"2"
"060044214007";0;1;"2021-02-08";1;"1300";3;0;4;2;1;2;204;0;0;0;1000;3;8;01;6;1;1;3;1;0;0;00;1;01;00;;3;47;"19";3;1;0;0;1;1;500;2;1;1;"";"";"-535375,052";"-1152391,055";"-535374,095";"-1152393,03";"";"";"";"dálnice";"D1";"2749183";"";"Souhlasnısesmìremúseku";"Pomalı";"588491";"";"GN_V0.1UIR-ADR_410";"2"
"060044214018";0;1;"2021-03-12";5;"2560";3;0;4;2;1;0;508;0;0;0;200;3;1;01;1;1;1;3;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-534732,366";"-1152088,978";"-534732,366";"-1152088,978";"-534734,906";"-1152083,489";"";"";"";"dálnice";"D1";"3512882";"";"Souhlasnısesmìremúseku";"Rychlı";"588491";"";"GN_V0.1UIR-ADR_410";"2"
"060044214019";0;1;"2021-03-21";0;"0560";9;0;0;2;1;2;209;0;0;0;900;3;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;39;"20";1;0;0;0;1;1;500;2;1;5;"";"";"-542980,279";"-1153785,569";"-542980,685";"-1153786,472";"";"";"";"dálnice";"D1";"1622574";"";"Souhlasnısesmìremúseku";"Pomalı";"588733";"";"GN_V0.1UIR-ADR_410";"2"
"060044214023";0;1;"2021-04-02";5;"1020";3;0;4;2;1;2;508;0;0;0;1800;3;1;01;1;1;1;3;3;0;0;00;1;01;00;;7;48;"18";9;0;1;0;1;3;0;3;2;1;"-533959,417";"-1149438,642";"-533959,417";"-1149438,642";"-533954,667";"-1149437,862";"";"";"";"dálnice";"D1";"3071839";"";"Opaènıkesmìruúseku";"Pomalı";"588385";"";"GN_V0.1UIR-ADR_410";"2"
"060044214032";0;1;"2021-05-03";1;"2560";3;0;4;2;1;0;511;0;0;0;400;2;1;01;1;6;1;1;3;0;0;00;3;01;00;;17;;"XX";;;;;;;0;;;;"-533940,507";"-1151546,306";"-533940,507";"-1151546,306";"-533937,651";"-1151550,055";"";"";"";"dálnice";"D1";"1891977";"";"Souhlasnısesmìremúseku";"Pomalı";"588491";"";"GN_V0.1UIR-ADR_410";"2"
"060044214034";0;1;"2021-05-05";3;"2200";5;0;0;2;4;0;100;0;0;0;640;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;17;"13";16;0;0;1;1;3;500;2;1;1;"-544020,815";"-1152917,203";"-544020,815";"-1152917,203";"-544018,124";"-1152913,93";"";"";"";"dálnice";"D1";"2156695";"";"Souhlasnısesmìremúseku";"Pomalı";"588326";"";"GN_V0.1UIR-ADR_410";"2"
"060044214039";0;1;"2021-05-13";4;"2340";3;0;4;2;1;2;508;0;0;0;300;2;3;01;4;6;1;3;1;0;0;00;1;01;00;;3;32;"15";1;0;0;0;1;1;200;2;1;1;"-538858,866";"-1153655,357";"-538858,866";"-1153655,357";"-538858,632";"-1153656,172";"";"";"";"dálnice";"D1";"3512879";"";"Souhlasnısesmìremúseku";"Rychlı";"588989";"";"GN_V0.1UIR-ADR_410";"2"
