"002100210073";1;1;1;08
"002100210101";2;1;1;04
"002100210105";2;2;3;00
"002100210114";1;9;3;00
"002100210131";2;1;1;01
"002100210149";1;1;1;04
"002100210241";1;1;1;04
"002100210287";2;0;0;07
"002100210364";2;1;1;01
"002100210370";2;9;3;10
"002100210395";1;1;1;04
"002100210432";3;1;1;00
"002100210439";2;2;2;00
"002100210502";1;2;5;02
"002100210686";1;1;2;04
"002100210697";1;1;1;04
"002100210709";2;1;1;04
"002100210725";5;0;0;00
"002100210746";1;1;1;00
"002100210754";1;4;2;10
"002100210767";2;1;1;04
"002100210801";1;1;1;04
"002100210939";1;1;1;09
"002100210993";3;1;1;00
"002100210998";2;1;1;04
"002100211033";2;1;1;04
"002100211043";1;0;0;10
"002100211052";1;1;2;10
"002100211054";2;1;2;10
"002100211057";4;0;0;00
"002100211058";4;0;0;00
"002100211069";2;1;1;04
"002100211104";1;1;1;00
"002100211108";5;0;0;00
"002100211112";1;1;0;04
"002100211142";1;1;3;02
"002100211145";2;0;0;00
"002100211159";2;1;1;00
"002100211167";2;1;1;01
"002100211219";1;2;3;02
"002100211258";1;1;1;04
"002100211383";1;9;2;03
"002100211512";2;2;4;02
"002100211528";2;1;1;04
"002100211647";2;1;1;04
"002100211681";1;1;0;00
"002100211772";2;1;1;00
"002100211791";1;1;1;04
"002100211812";1;4;5;00
"002100211833";1;9;3;05
"002100211925";1;1;1;00
"002100211947";3;2;3;04
"002100211963";3;1;1;04
"002100212068";1;1;1;04
"002100212086";2;0;0;00
"002100212091";1;1;1;08
"002100212114";1;2;3;00
"002100212127";1;9;5;00
"002100212138";2;1;1;00
"002100212147";1;1;2;00
"002100212152";2;1;1;04
"002100212165";1;1;1;04
"002100212212";2;1;1;04
"002100212253";1;4;3;03
"002100212282";2;1;1;04
"002100212496";2;1;1;01
"002100212499";5;0;0;00
"002100212534";2;1;1;07
"002100212565";1;1;1;00
"002100212753";1;1;2;10
"002100212813";1;4;1;04
"002100212835";5;0;0;00
"002100213124";3;2;3;00
"002100213154";1;9;3;02
"002100213158";2;2;5;02
"002100213173";2;1;1;07
"002100213236";2;1;1;07
"002100213384";5;0;0;00
"002100213463";5;0;0;00
"002100213501";2;2;2;00
"002100213558";1;9;6;00
"002100213644";2;1;1;01
"002100213654";1;2;3;06
"002100213676";1;1;1;00
"002100213809";1;2;4;10
"002100213863";1;1;1;04
"002100213870";1;0;5;00
"002100213876";2;1;1;04
"002100213924";1;2;3;00
"002100213938";2;1;1;04
