"190206170001";0;6;"2017-01-01";0;"1715";5;0;0;2;4;0;100;0;0;0;100;2;3;01;3;6;1;3;1;0;0;00;1;01;00;;3;02;"";3;0;1;0;1;1;100;2;1;1;"-879409,115";"-1020657,145";"-879409,115";"-1020657,145";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170002";3;21413;"2017-01-01";0;"2220";9;0;0;2;1;2;204;0;0;0;200;2;3;01;6;6;1;1;8;0;0;00;3;01;00;;3;47;"97";1;1;1;0;1;3;200;2;1;1;"-883994,013";"-1027427,022";"-883994,013";"-1027427,022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170003";2;606;"2017-01-02";1;"0750";1;4;0;2;1;2;503;0;0;0;1700;2;5;01;6;2;1;1;1;0;0;00;1;04;00;;5;19;"06";3;0;1;0;1;3;500;3;1;1;"-887103,209";"-1021689,835";"-887103,209";"-1021689,835";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1"
"190206170004";3;21217;"2017-01-02";1;"1150";3;0;3;2;1;2;204;0;0;0;505;2;6;01;5;3;1;0;3;0;0;00;1;01;00;;3;39;"06";1;1;1;0;1;3;500;2;1;1;"-879585,524";"-1016827,308";"-879585,524";"-1016827,308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170005";3;2115;"2017-01-02";1;"1000";2;0;0;2;1;2;504;0;0;0;50;2;5;01;6;1;1;1;1;0;0;00;1;02;00;;3;47;"01";1;0;1;0;1;3;0;2;1;1;"-871078,987";"-1032790,485";"-871078,987";"-1032790,485";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1"
"190206170006";1;21;"2017-01-03";2;"0410";5;0;0;2;4;0;100;0;0;0;650;2;3;01;5;6;1;1;1;0;0;00;1;01;00;;7;40;"14";1;0;1;0;1;1;600;4;1;1;"-878847,767";"-1026560,032";"-878847,767";"-1026560,032";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170007";1;21;"2017-01-03";2;"0902";0;0;0;2;1;0;516;0;0;0;500;2;3;01;3;1;1;1;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"-869583,628";"-1041623,89";"-869583,628";"-1041623,89";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170008";1;21;"2017-01-03";2;"0050";5;0;0;2;4;0;100;0;0;0;450;2;6;01;5;7;1;1;1;0;0;00;1;01;00;;7;26;"13";3;0;1;0;1;3;400;3;1;1;"-879850,533";"-1024715,614";"-879850,533";"-1024715,614";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170009";1;21;"2017-01-04";3;"0535";3;0;3;2;1;2;204;0;0;0;1550;2;6;01;5;7;1;1;8;0;0;00;3;01;00;;3;38;"10";1;1;1;0;1;3;1500;2;1;1;"-869879,17";"-1037659,094";"-869879,17";"-1037659,094";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170010";1;64;"2017-01-04";3;"1300";3;0;3;2;1;2;204;0;0;0;700;2;3;01;3;1;1;1;1;3;3;00;7;01;19;2;3;02;"07";1;1;1;0;1;12;500;3;1;1;"";"";"-896850,888";"-1007492,241";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170011";1;21;"2017-01-04";3;"1320";3;0;3;2;1;2;204;0;0;0;1200;2;3;01;5;1;1;1;1;0;0;00;3;01;00;;5;32;"13";3;1;1;0;1;1;1000;2;1;1;"-869535,024";"-1039939,865";"-869538,784";"-1039953,294";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170012";6;;"2017-01-04";3;"1540";3;0;6;2;1;2;511;0;0;0;500;2;3;01;5;3;1;1;1;0;0;04;1;01;00;;5;40;"";3;0;1;0;1;5;0;3;1;1;"-888504,797";"-1016550,841";"-888504,797";"-1016550,841";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1"
"190206170013";1;21;"2017-01-04";3;"1745";1;1;0;1;1;2;304;0;1;1;2600;2;3;01;5;6;1;1;1;0;0;00;1;02;00;;3;39;"13";1;0;1;0;1;3;500;3;1;1;"-875568,344";"-1031291,282";"-875568,344";"-1031291,282";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170014";1;21;"2017-01-04";3;"2205";1;1;0;1;1;2;204;0;1;0;1800;2;6;01;6;6;1;1;1;0;0;00;3;02;00;;5;12;"15";9;1;1;1;1;3;900;2;1;1;"-869553,879";"-1039530,35";"-869553,879";"-1039530,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170015";6;;"2017-01-05";4;"0715";3;0;9;2;1;0;508;0;0;0;50;2;6;01;6;4;1;0;1;0;0;09;1;01;00;;5;26;"11";3;0;1;0;1;5;0;3;1;1;"-895338,438";"-1019804,633";"-895338,438";"-1019804,633";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170016";6;;"2017-01-04";3;"2224";2;0;0;2;1;0;504;0;0;0;150;2;6;01;6;5;1;0;3;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"-888104,239";"-1019114,577";"-888104,239";"-1019114,577";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"190206170017";6;;"2017-01-05";4;"1215";3;0;3;2;1;2;511;0;0;0;315;2;8;01;5;1;1;0;3;3;3;02;1;01;00;;3;20;"01";1;1;1;0;1;5;300;2;1;1;"-887540,548";"-1022352,731";"-887540,548";"-1022352,731";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1"
