"002100170002";5;0;0;00
"002100170036";1;2;3;00
"002100170063";5;0;0;00
"002100170093";1;1;1;01
"002100170149";1;1;1;01
"002100170153";2;2;3;00
"002100170170";2;2;5;00
"002100170211";5;0;0;00
"002100170235";2;1;1;04
"002100170274";2;1;1;01
"002100170277";2;1;1;00
"002100170285";2;1;1;04
"002100170312";2;1;1;04
"002100170459";1;2;2;00
"002100170471";3;2;2;02
"002100170514";2;0;0;10
"002100170525";2;1;1;01
"002100170551";2;1;1;07
"002100170576";1;1;1;04
"002100170578";1;1;1;01
"002100170588";2;1;1;01
"002100170594";2;1;1;07
"002100170606";1;2;3;02
"002100170624";1;1;1;04
"002100170654";2;1;3;10
"002100170715";3;2;3;10
"002100170743";1;1;0;01
"002100170750";1;1;1;08
"002100170795";2;1;1;01
"002100170824";1;9;3;04
"002100170833";1;1;1;01
"002100170900";1;1;1;04
"002100170910";1;1;1;04
"002100170981";2;2;3;00
"002100171047";2;2;3;05
"002100171077";2;2;5;02
"002100171146";1;2;3;00
"002100171171";1;1;1;04
"002100171209";1;1;1;07
"002100171238";2;1;1;04
"002100171335";1;9;3;10
"002100171339";2;1;1;00
"002100171447";3;1;1;04
"002100171473";2;1;1;04
"002100171534";2;1;1;04
"002100171551";2;1;1;04
"002100171594";1;1;1;04
"002100171607";2;1;1;04
"002100171612";2;1;1;00
"002100171634";1;9;3;10
"002100171654";2;1;1;04
"002100171655";2;1;1;04
"002100171672";1;1;1;04
"002100171696";2;1;1;04
"002100171713";1;2;3;10
"002100171770";2;1;1;04
"002100171799";1;2;3;06
"002100171850";1;1;1;10
"002100172056";1;1;1;04
"002100172088";1;2;7;00
"002100172137";2;1;1;04
"002100172141";1;9;3;00
"002100172220";1;2;4;02
"002100172230";2;2;3;00
"002100172268";5;0;0;00
"002100172320";2;1;1;02
"002100172325";3;1;1;04
"002100172335";1;9;3;10
"002100172465";1;1;1;00
"002100172506";1;2;3;00
"002100172526";1;1;3;10
"002100172543";5;0;0;00
"002100172557";2;1;1;04
"002100172571";5;0;0;00
"002100172607";1;1;1;04
"002100172627";2;1;1;01
"002100172653";2;1;1;01
"002100172685";3;1;0;04
"002100172702";3;1;1;01
"002100172706";1;1;1;04
"002100172723";1;1;1;01
"002100172741";2;1;1;04
"002100172751";1;1;1;00
"002100172778";2;2;3;02
"002100172789";1;4;3;05
"002100173006";2;1;1;04
"002100173008";2;1;7;04
"002100173011";2;1;1;01
"002100173015";2;1;1;04
"002100173155";1;2;3;00
"002100173214";1;1;1;04
"002100173268";5;0;0;00
"002100173312";1;1;1;04
"002100173313";2;1;1;00
"002100173324";1;9;2;09
"002100173341";5;0;0;00
"002100173350";4;0;3;02
"002100173364";5;0;0;00
"002100173405";2;1;1;07
"002100173422";3;1;4;10
"002100173477";1;1;1;00
"002100173500";1;9;3;10
"002100173504";1;1;1;00
"002100173525";1;1;3;02
"002100173536";2;1;1;04
"002100173565";2;1;1;04
"002100173578";2;1;1;00
"002100173607";2;2;3;04
"002100173677";2;1;1;00
"002100173685";3;2;3;06
"002100173688";3;1;1;00
"002100173710";1;1;1;04
"002100173767";1;2;3;00
"002100173803";1;1;1;04
"002100173846";2;1;0;00
"002100173851";1;1;1;00
"002100173909";3;1;1;04
"002100173946";1;1;1;04
"002100173995";1;1;1;02
"002100174123";1;1;1;04
"002100174152";1;1;1;04
"002100174332";1;2;3;00
"002100174495";3;2;3;00
"002100174529";1;1;0;04
"002100174532";2;1;1;00
"002100174572";1;9;7;00
"002100174576";2;1;1;04
"002100174583";5;0;0;00
"002100174615";2;1;2;10
"002100174658";3;1;1;04
"002100174690";3;2;3;00
"002100174723";3;2;4;00
"002100174753";3;2;3;00
"002100174762";2;1;1;07
"002100174785";2;2;2;04
"002100174791";1;1;1;04
"002100174796";2;1;1;04
"002100174804";1;1;1;04
"002100174810";2;7;1;04
"002100174811";2;2;3;03
"002100174818";2;1;1;04
"002100174881";1;1;1;00
"002100174947";3;1;4;04
"002100175050";1;9;3;00
"002100175104";1;1;1;04
"002100175111";3;2;3;00
"002100175184";3;1;1;00
"002100175190";3;0;1;10
"002100175277";3;1;1;04
"002100175289";1;1;1;10
"002100175418";3;2;8;00
"002100175441";1;1;1;00
"002100175494";2;1;1;01
"002100175534";1;9;3;06
"002100175557";1;9;3;00
"002100175558";2;1;1;04
"002100175588";1;1;0;00
"002100175601";2;1;8;10
"002100175643";1;4;3;01
"002100175646";2;9;7;02
"002100175691";2;2;3;10
"002100175726";3;2;3;04
"002100175730";2;2;5;07
"002100175738";2;1;1;10
"002100175773";1;1;1;00
"002100175816";2;2;3;00
"002100175884";2;1;1;08
"002100175891";1;1;1;00
"002100175897";1;1;1;00
"002100175909";5;0;0;00
"002100175931";2;1;1;00
"002100175943";2;1;1;01
"002100175949";1;2;3;00
"002100175952";1;2;3;02
"002100175980";2;2;3;05
"002100176000";2;1;1;01
"002100176004";1;9;3;03
"002100176064";2;1;1;00
"002100176087";5;0;0;00
"002100176111";1;4;3;00
"002100176163";2;1;1;07
"002100176173";3;1;3;04
"002100176209";2;1;1;04
"002100176267";2;2;5;02
"002100176311";2;1;1;04
"002100176332";2;1;1;04
"002100176343";1;1;1;01
"002100176379";2;9;5;00
"002100176380";1;9;4;00
"002100176395";3;2;3;00
"002100176430";1;9;3;04
"002100176461";5;0;0;00
"002100176548";2;1;1;01
"002100176573";2;2;3;02
"002100176574";3;2;3;02
"002100176610";1;9;2;04
"002100176735";1;9;3;04
"002100176740";2;1;1;01
"002100176799";3;2;3;00
"002100176837";2;1;1;04
"002100176846";2;2;5;04
"002100176931";2;2;1;00
"002100176978";1;1;1;07
"002100177071";2;1;1;04
"002100177072";2;9;3;02
"002100177118";2;1;1;01
"002100177208";1;1;1;04
"002100177221";1;1;7;10
"002100177222";1;0;0;09
"002100177273";3;1;1;01
"002100177285";2;1;1;01
"002100177296";2;2;3;00
"002100177314";3;1;1;01
"002100177338";1;9;0;10
"002100177369";3;0;0;04
"002100177391";3;1;3;10
"002100177446";1;1;1;00
"002100177461";1;1;1;01
"002100177488";3;1;1;04
"002100177491";3;2;3;06
"002100177537";1;9;0;00
"002100177584";3;1;1;07
"002100177609";3;2;7;10
"002100177615";2;1;3;02
"002100177618";2;1;1;01
"002100177640";1;1;6;00
"002100177666";2;1;1;04
"002100177710";1;1;1;04
"002100177718";1;1;1;07
"002100177773";2;2;4;02
"002100177820";2;1;1;10
"002100177944";2;1;1;00
"002100178057";1;1;1;01
"002100178069";3;2;3;02
"002100178076";1;1;0;00
"002100178088";2;1;1;00
"002100178090";2;1;0;04
"002100178099";1;2;3;00
"002100178138";1;1;2;02
"002100178203";1;2;3;00
"002100178217";2;1;1;07
"002100178256";1;2;3;07
"002100178259";2;1;0;04
"002100178324";2;1;1;04
"002100178436";2;1;1;04
"002100178529";2;2;3;00
"002100178694";3;1;3;10
"002100178715";2;1;1;01
"002100178744";1;2;3;00
"002100178861";2;1;1;04
"002100178879";3;2;0;00
"002100178882";1;4;0;10
"002100179002";1;4;3;04
"002100179062";1;1;4;10
"002100179092";1;1;1;00
"002100179114";3;1;1;04
"002100179178";1;1;1;04
"002100179206";5;0;0;00
"002100179277";2;1;1;04
"002100179297";3;1;0;04
"002100179310";1;2;3;00
"002100179352";3;1;1;03
"002100179375";1;2;7;02
"002100179383";1;9;3;00
"002100179408";2;1;1;00
"002100179461";1;1;1;04
"002100179467";1;9;3;00
"002100179469";1;4;3;00
"002100179515";3;1;2;10
"002100179550";1;1;2;02
"002100179616";1;2;3;00
"002100179705";2;2;3;00
"002100179732";2;1;1;01
"002100179734";5;0;0;00
"002100179781";1;1;1;00
"002100179789";2;1;1;01
"002100179870";1;0;0;00
"002100179913";3;1;1;04
"002100179984";1;2;5;00
"002100179989";2;1;1;00
"003100170106";2;1;1;00
"003100170162";2;1;4;10
"003100170164";1;1;1;10
"003100170177";2;0;0;00
"003100170221";2;1;1;07
"003100170223";1;1;3;00
"003100170243";2;1;1;04
"003100170261";5;0;0;00
"003100170309";2;1;0;04
"003100170379";2;1;1;00
"003100170399";1;1;1;04
"003100170469";2;1;3;04
"003100170489";2;1;1;02
"003100170496";2;1;3;02
"003100170601";3;2;5;02
"003100170611";1;1;5;00
"003100170706";2;1;1;01
"003100170821";2;2;3;00
"003100170843";5;0;0;00
"003100170882";5;0;0;00
"003100170954";2;1;1;00
"003100170965";2;0;1;01
"003100170987";1;1;1;03
"003100171038";2;1;2;02
"003100171090";2;1;1;04
"003100171100";1;1;1;04
"003100171145";2;1;2;04
"003100171292";2;1;3;10
"003100171375";1;4;3;10
"003100171385";5;0;0;00
"003100171401";5;0;0;00
"003100171402";3;1;3;10
"003100171425";1;1;1;00
"003100171482";3;1;1;00
"003100171568";2;0;3;00
"003100171610";3;1;3;04
"003100171632";1;2;3;00
"003100171634";1;1;6;04
"003100171676";1;1;1;00
"003100171709";1;1;0;00
"003100171732";3;1;3;02
"003100171869";1;4;3;10
"003100171888";5;0;0;00
"003100171896";2;2;5;06
"003100171913";5;0;0;00
"003100171926";2;1;2;10
"003100171948";2;9;3;10
"003100171975";2;1;0;10
"003100172014";1;1;1;00
"003100172026";5;0;0;00
"003100172027";1;9;4;00
"003100172092";1;9;3;00
"003100172116";2;0;1;04
"003100172126";2;1;4;07
"003100172209";1;1;1;04
"003100172210";1;0;6;03
"003100172308";5;0;0;00
"003100172431";2;1;1;06
"003100172453";1;8;7;10
"003100172475";2;1;1;00
"003100172477";1;1;0;00
"003100172485";2;1;1;03
"003100172530";3;1;5;10
"003100172595";2;1;0;01
"003100172610";2;1;1;04
"003100172633";5;0;0;00
"003100172683";2;1;1;04
"003100172717";2;1;1;01
"003100172736";1;1;1;04
"003100172798";1;1;1;00
"003100172803";1;0;5;10
"003100172858";2;1;4;00
"003100172874";1;0;2;10
"003100172938";2;9;1;04
"003100172941";5;0;0;00
"003100172976";1;1;0;00
"003100172982";2;1;1;00
"003100173026";5;0;0;00
"003100173050";5;0;0;00
"003100173064";1;0;0;10
"003100173082";2;1;1;04
"003100173165";1;2;2;03
"003100173217";1;2;3;00
"003100173219";1;9;2;02
"003100173220";1;9;3;02
"003100173278";1;0;0;00
"003100173283";1;2;3;00
"003100173289";3;1;1;04
"003100173337";1;2;3;02
"003100173555";2;2;3;04
"003100173615";2;1;1;07
"003100173623";2;2;3;00
"003100173647";5;0;0;00
"003100173664";2;9;4;00
"003100173666";1;1;1;04
"003100173691";5;0;0;00
"003100173734";2;2;3;02
"003100173790";1;4;5;00
"003100173833";1;2;3;02
"003100173921";1;1;1;04
"003100173926";2;2;3;02
"003100173929";5;0;0;00
"003100173955";1;2;3;02
"003100173967";1;1;1;10
"003100174031";1;4;3;05
"003100174063";1;2;3;00
"003100174077";1;1;1;00
"003100174127";3;1;1;04
"003100174265";1;1;1;10
"003100174270";2;1;1;03
"003100174348";5;0;0;00
"003100174392";2;1;1;04
"003100174562";1;1;2;01
"003100174641";1;1;1;04
"003100174674";1;1;1;00
"003100174680";1;2;1;02
"003100174690";5;0;0;00
"003100174695";2;1;1;01
"003100174712";1;2;3;10
"003100174765";1;2;3;06
"003100174773";1;9;6;00
"003100174829";1;2;3;00
"003100174936";2;1;1;01
"003100174943";2;1;1;04
"003100175007";2;1;0;00
"003100175121";1;1;1;07
"003100175145";3;2;0;00
"003100175197";2;1;1;04
"003100175200";1;2;3;00
"003100175208";2;1;1;04
"003100175353";2;1;1;04
"003100175359";2;1;1;04
"003100175360";1;9;5;08
"003100175402";3;2;3;04
"003100175490";1;1;1;04
"003100175515";2;2;3;00
"003100175516";1;9;3;00
"003100175544";1;7;0;04
"003100175591";1;4;3;02
"003100175654";2;2;3;00
"003100175681";2;1;1;00
"003100175719";1;9;3;04
"003100175762";2;1;0;04
"003100175772";1;1;1;03
"003100175842";1;1;1;02
"003100175886";2;0;1;07
"003100175892";3;1;1;10
"003100175927";1;2;3;00
"003100175934";2;1;1;01
"003100175959";1;2;2;10
"003100176175";1;2;1;08
"003100176229";1;9;3;00
"003100176293";1;2;2;10
"003100176299";2;2;3;02
"003100176306";3;1;1;00
"003100176307";1;1;0;04
"003100176344";2;2;3;00
"003100176356";5;1;1;00
"003100176385";1;1;1;04
"003100176473";2;9;3;00
"003100176567";5;0;0;00
"003100176571";5;0;0;00
"003100176633";3;1;7;00
"003100176641";2;1;1;04
"003100176644";1;9;1;10
"003100176668";2;1;1;04
"003100176726";2;1;1;01
"003100176730";3;1;1;04
"003100176743";2;2;3;02
"003100176759";2;2;3;00
"003100176810";2;1;1;07
"003100176826";1;4;4;05
"003100176896";2;1;1;04
"003100176906";1;1;5;02
"003100176951";2;1;1;00
"003100176965";5;0;0;00
"003100177006";2;1;1;04
"003100177068";2;1;1;04
"003100177092";2;1;1;04
"003100177095";2;1;0;02
"003100177100";1;1;1;04
"003100177112";1;2;3;06
"003100177121";1;1;1;00
"003100177133";2;2;3;04
"003100177147";2;1;1;01
"003100177162";2;1;1;04
"003100177193";1;9;3;00
"003100177282";1;1;1;00
"003100177286";1;1;1;04
"003100177329";2;1;0;04
"003100177402";2;2;3;00
"003100177449";1;9;3;02
"003100177509";5;0;0;00
"003100177510";1;0;0;00
"003100177513";1;0;3;10
"003100177527";1;1;1;04
"003100177575";1;1;1;00
"003100177600";2;1;1;00
"003100177621";1;1;3;10
"003100177632";1;9;3;00
"003100177661";2;1;1;04
"003100177683";2;1;1;04
"003100177704";1;2;4;00
"003100177787";3;2;1;04
"003100177791";3;1;1;00
"003100177807";3;0;0;00
"003100177824";1;0;0;00
"003100177830";2;1;1;01
"003100177861";2;1;1;01
"003100177873";1;1;1;00
"003100177898";2;1;4;03
"003100177909";1;9;0;00
"003100177920";2;1;1;01
"003100177936";2;1;1;04
"003100177944";2;4;1;04
"003100177980";2;1;7;02
"003100177989";2;1;1;10
"003100178069";2;1;1;04
"003100178103";1;2;3;00
"003100178114";3;1;3;10
"003100178135";1;0;0;04
"003100178139";3;1;1;04
"003100178148";5;0;0;00
"003100178174";1;1;1;00
"003100178223";2;2;2;09
"003100178257";2;1;1;04
"003100178377";2;1;1;10
"003100178378";1;1;3;02
"003100178382";2;1;1;04
"003100178394";3;1;1;04
"003100178408";1;0;3;10
"003100178416";2;2;2;03
"003100178424";1;1;2;00
"003100178509";2;1;1;04
"003100178514";1;1;1;04
"003100178558";3;1;1;04
"003100178561";1;1;1;01
"003100178562";1;1;1;01
"003100178589";2;1;1;04
"003100178637";3;2;3;02
"003100178654";2;1;0;02
"003100178695";2;9;6;00
"003100178725";3;2;3;00
"003100178773";2;4;1;01
"003100178774";1;8;7;00
"003100178823";3;2;3;00
"003100178881";1;9;3;02
"003100178890";2;0;0;00
"003100178893";1;2;3;10
"003100178913";1;9;0;00
"003100178933";2;9;6;10
"003100178944";2;1;1;04
"003100178983";2;1;1;04
"003100179011";2;1;0;04
"003100179015";2;0;0;00
"003100179016";5;1;1;00
"003100179028";2;1;1;01
"003100179031";2;1;1;04
"003100179049";1;2;3;00
"003100179087";3;2;3;00
"003100179136";1;1;3;00
"003100179137";2;1;1;04
"003100179168";1;9;3;09
"003100179184";1;9;0;00
"003100179197";2;2;2;10
"003100179235";3;2;3;00
"003100179238";5;0;0;00
"003100179242";1;2;3;00
"003100179279";1;1;1;04
"003100179346";1;2;3;00
"003100179357";3;2;3;00
"003100179411";1;2;3;00
"003100179432";1;2;3;00
"003100179468";1;1;1;04
"003100179470";2;1;1;01
"003100179471";1;4;1;04
"003100179475";1;1;1;04
"003100179513";2;1;1;01
"003100179514";1;1;1;04
"003100179547";2;1;3;10
"003100179551";1;1;1;04
"003100179557";1;2;3;02
"003100179568";1;1;1;07
"003100179588";3;1;1;01
"003100179596";2;1;1;04
"003100179617";1;1;1;01
"003100179621";1;9;0;00
"003100179624";1;1;1;04
"003100179641";2;2;3;02
"003100179646";5;0;0;00
"003100179714";1;9;0;07
"003100179745";3;2;3;00
"003100179780";2;1;1;07
"003100179792";1;1;1;07
"003100179818";1;1;1;04
"003100179828";1;1;1;04
"003100179832";2;1;1;04
"003100179841";5;0;0;00
"003100179866";2;1;1;10
"003100179870";1;2;3;00
"003100179871";2;1;1;00
"003100179873";2;1;1;04
"003100179874";2;1;1;04
"003100179950";5;0;0;00
"003100179961";5;0;0;00
"003100179964";1;9;3;00
"003100179987";5;0;0;00
